date_time,temp,clouds_all,traffic_volume,day_sin,day_cos
2016-09-29 17:00:00,0.7600188590287602,0.0,0.7587554067252685,0.8535533905933457,0.1464466094067982
2016-09-29 18:00:00,0.7381738173817385,0.0,0.5607646155992744,0.7500000000023735,0.06698729810915105
2016-09-29 19:00:00,0.6988841741316993,0.0,0.4635133249616297,0.6294095225564568,0.01703708685685823
2016-09-29 20:00:00,0.668238252396669,0.0,0.37002930096274594,0.5000000000007426,0.0
2016-09-29 21:00:00,0.6430928807166434,0.0,0.32510115808567047,0.37059047745200596,0.017037086854590655
2016-09-29 22:00:00,0.644035832154644,0.0,0.27389423747732666,0.24999999999891276,0.06698729810840842
2016-09-29 23:00:00,0.6465503693226462,0.0,0.13994697921026927,0.1464466094077045,0.14644660940574794
2016-09-30 00:00:00,0.6423070878516426,0.0,0.07632203153341706,0.06698729810979187,0.2499999999965165
2016-09-30 01:00:00,0.6380638063806381,0.0,0.03781219478163807,0.017037086855306804,0.37059047744933327
2016-09-30 02:00:00,0.6251768033946257,0.0,0.023440770196735034,0.0,0.4999999999979757
2016-09-30 03:00:00,0.6135470689926144,0.0,0.0393470071159481,0.01703708685425892,0.629409522546756
2016-09-30 04:00:00,0.6204620462046209,0.0,0.09725129063764476,0.06698729810776755,0.7499999999999774
2016-09-30 05:00:00,0.6261197548326263,0.0,0.34533277521975725,0.14644660940484167,0.8535533905913892
2016-09-30 06:00:00,0.6228194247996233,0.0,0.7547090832984512,0.2500000000017077,0.9330127018932053
2016-09-30 07:00:00,0.6251768033946257,0.0,0.8634017022464071,0.37059047744809526,0.9829629131443616
2016-09-30 08:00:00,0.6331918906176335,0.0,0.7191293428212641,0.49999999999669403,1.0
2016-09-30 09:00:00,0.6386924406726382,0.0,0.6389005162550578,0.629409522552546,0.9829629131441897
2016-09-30 10:00:00,0.6467075278956469,0.0,0.5957862425003488,0.7499999999988674,0.9330127018928733
2016-09-30 11:00:00,0.6842684268426846,0.0,0.6270406027626622,0.8535533905904829,0.8535533905960646
2016-09-30 12:00:00,0.7141285557127142,0.0,0.6425282544997907,0.9330127018925645,0.7499999999994023
2016-09-30 13:00:00,0.7573471632877573,0.0,0.6041579461420399,0.9829629131440298,0.6294095225531426
2016-09-30 14:00:00,0.7881502435957883,0.08,0.6790846937351751,1.0,0.4999999999973117
2016-09-30 15:00:00,0.8021373565928029,0.08,0.7074089577228966,0.9829629131445214,0.37059047744869195
2016-09-30 16:00:00,0.8027659908848039,0.08,0.7873587275010464,0.9330127018935142,0.25000000000224265
2016-09-30 17:00:00,0.7821782178217833,0.24,0.685782056648528,0.853553390591826,0.14644660940527848
2016-09-30 18:00:00,0.7648907747917648,0.24,0.6176922003627738,0.7500000000005123,0.06698729810807641
2016-09-30 19:00:00,0.73000157158573,0.24,0.4855588112180829,0.6294095225543808,0.017037086856301953
2016-09-30 20:00:00,0.71035674996071,0.36,0.3954234686758756,0.4999999999985934,0.0
2016-09-30 21:00:00,0.6999842841427006,0.36,0.5035579740477186,0.3705904774499299,0.017037086855146932
2016-09-30 22:00:00,0.6911834040546911,0.36,0.3249616296916423,0.24999999999705141,0.06698729810948306
2016-09-30 23:00:00,0.6792393525066793,0.2,0.22519882796149016,0.14644660940618476,0.14644660940726772
2016-10-01 00:00:00,0.6731101681596736,0.2,0.15096972233849587,0.06698729810871723,0.2499999999983778
2016-10-01 01:00:00,0.6633663366336644,0.2,0.09250732524068649,0.017037086854750527,0.37059047745140933
2016-10-01 02:00:00,0.6616375923306621,0.56,0.07715920189758617,0.0,0.5000000000001249
2016-10-01 03:00:00,0.6474933207606477,0.56,0.04674201199944189,0.017037086856698358,0.6294095225558601
2016-10-01 04:00:00,0.6423070878516426,0.56,0.055671829217245714,0.06698729810884219,0.7500000000018385
2016-10-01 05:00:00,0.6404211849756405,0.24,0.11790149295381612,0.14644660940636145,0.8535533905929089
2016-10-01 06:00:00,0.637435172088638,0.24,0.21515278359146087,0.25000000000356903,0.9330127018942799
2016-10-01 07:00:00,0.6360207449316362,0.24,0.33793777033626343,0.3705904774501713,0.9829629131449178
2016-10-01 08:00:00,0.6405783435486403,0.2,0.4672805916003907,0.49999999999884326,1.0
2016-10-01 09:00:00,0.6553512494106548,0.0,0.5085809962327333,0.6294095225546221,0.9829629131436334
2016-10-01 10:00:00,0.6665095080936667,0.0,0.5547648946560625,0.7500000000007286,0.9330127018917986
2016-10-01 11:00:00,0.6925978312116929,0.0,0.6026231338077298,0.8535533905971475,0.8535533905893999
2016-10-01 12:00:00,0.7527895646707532,0.12,0.6200641830612529,0.933012701893639,0.749999999997541
2016-10-01 13:00:00,0.792236366493793,0.12,0.6010883214734198,0.9829629131445861,0.6294095225510666
2016-10-01 14:00:00,0.8079522237938082,0.12,0.5826705734616994,1.0,0.4999999999951624
2016-10-01 15:00:00,0.8191104824768192,0.0,0.5927166178317287,0.9829629131439651,0.3705904774466159
