date,hourly_bandwidth
2019-01-01 00:00:00,1000.4967141530112
2019-01-01 01:00:00,1000.969408260044
2019-01-01 02:00:00,1002.0460193048202
2019-01-01 03:00:00,1004.70211825346
2019-01-01 04:00:00,1007.4478164863737
2019-01-01 05:00:00,1009.693980340277
2019-01-01 06:00:00,1013.106307070358
2019-01-01 07:00:00,1017.4739419942614
2019-01-01 08:00:00,1021.3164055991448
2019-01-01 09:00:00,1025.1184995656984
2019-01-01 10:00:00,1028.1784664077372
2019-01-01 11:00:00,1030.3692647848611
2019-01-01 12:00:00,1032.3059918558406
2019-01-01 13:00:00,1032.2052778515065
2019-01-01 14:00:00,1029.7661243943303
2019-01-01 15:00:00,1026.2221490993952
2019-01-01 16:00:00,1021.7966952770736
2019-01-01 17:00:00,1017.7983209337616
2019-01-01 18:00:00,1013.3370796770222
2019-01-01 19:00:00,1007.7304317211164
2019-01-01 20:00:00,1003.5717854823612
2019-01-01 21:00:00,1000.0657247267612
2019-01-01 22:00:00,997.1334257229624
2019-01-01 23:00:00,992.9810309817684
2019-01-02 00:00:00,988.338193584564
2019-01-02 01:00:00,983.9234135546628
2019-01-02 02:00:00,978.930639382152
2019-01-02 03:00:00,974.4487144658516
2019-01-02 04:00:00,969.8654836105828
2019-01-02 05:00:00,965.3924958049772
2019-01-02 06:00:00,960.580371807474
2019-01-02 07:00:00,957.9791110940596
2019-01-02 08:00:00,956.1876742175324
2019-01-02 09:00:00,953.781694715704
2019-01-02 10:00:00,951.9585589504586
2019-01-02 11:00:00,949.3560678892484
2019-01-02 12:00:00,946.9425457400882
2019-01-02 13:00:00,942.7068919168936
2019-01-02 14:00:00,937.0731349987702
2019-01-02 15:00:00,931.5097610588888
2019-01-02 16:00:00,927.3741550772744
2019-01-02 17:00:00,924.1227647073476
2019-01-02 18:00:00,921.242126039146
2019-01-02 19:00:00,918.312043428294
2019-01-02 20:00:00,914.120587031498
2019-01-02 21:00:00,909.1315200067272
2019-01-02 22:00:00,903.8373445345296
2019-01-02 23:00:00,900.0223271861555
2019-01-03 00:00:00,897.2731203869708
2019-01-03 01:00:00,893.3217264421675
2019-01-03 02:00:00,889.4835963572289
2019-01-03 03:00:00,885.6189977022277
2019-01-03 04:00:00,881.4983442417457
2019-01-03 05:00:00,878.0931510767267
2019-01-03 06:00:00,876.2875421843904
2019-01-03 07:00:00,876.0317772434247
2019-01-03 08:00:00,875.3528048074686
2019-01-03 09:00:00,874.2157373221036
2019-01-03 10:00:00,873.3022258701258
2019-01-03 11:00:00,873.6131518509208
2019-01-03 12:00:00,873.75719710458
2019-01-03 13:00:00,873.6359427760972
2019-01-03 14:00:00,872.2507711501705
2019-01-03 15:00:00,869.485431555688
2019-01-03 16:00:00,867.2843230450652
2019-01-03 17:00:00,866.90393872082
2019-01-03 18:00:00,867.0702212893592
2019-01-03 19:00:00,868.2804981718955
2019-01-03 20:00:00,870.0062434240784
2019-01-03 21:00:00,871.1622903358723
2019-01-03 22:00:00,872.2959370767339
2019-01-03 23:00:00,874.9178206421572
2019-01-04 00:00:00,877.8066911415395
2019-01-04 01:00:00,882.0647713796022
2019-01-04 02:00:00,883.692059482264
2019-01-04 03:00:00,885.2916296826123
2019-01-04 04:00:00,886.6739676910071
2019-01-04 05:00:00,887.9558300962126
2019-01-04 06:00:00,888.9187819757155
2019-01-04 07:00:00,887.8828008776956
2019-01-04 08:00:00,886.0414473770827
2019-01-04 09:00:00,884.4789473709482
2019-01-04 10:00:00,884.7760394113682
2019-01-04 11:00:00,885.0117979750868
2019-01-04 12:00:00,884.4065757354069
2019-01-04 13:00:00,882.9398493265014
2019-01-04 14:00:00,882.3744911893307
2019-01-04 15:00:00,882.4566457021277
2019-01-04 16:00:00,882.2418140530027
2019-01-04 17:00:00,882.3471054478109
2019-01-04 18:00:00,882.6745259615551
2019-01-04 19:00:00,884.0452154433749
2019-01-04 20:00:00,884.8601038916541
2019-01-04 21:00:00,885.1454453865687
2019-01-04 22:00:00,884.7494322907967
2019-01-04 23:00:00,882.8467077867189
2019-01-05 00:00:00,880.8821265302932
2019-01-05 01:00:00,879.3709615007323
2019-01-05 02:00:00,878.2188856974881
2019-01-05 03:00:00,876.931449726894
2019-01-05 04:00:00,874.3055928298805
2019-01-05 05:00:00,871.0304869379457
2019-01-05 06:00:00,867.4908670154698
2019-01-05 07:00:00,863.4483255641601
2019-01-05 08:00:00,859.3583273150664
2019-01-05 09:00:00,856.0055677027592
2019-01-05 10:00:00,855.0556038649949
2019-01-05 11:00:00,855.0590963733448
2019-01-05 12:00:00,855.5657931748526
2019-01-05 13:00:00,855.944472153259
2019-01-05 14:00:00,854.4142771946152
2019-01-05 15:00:00,852.3229106035178
2019-01-05 16:00:00,850.3283985065808
2019-01-05 17:00:00,851.1340213578403
2019-01-05 18:00:00,852.4452468497254
2019-01-05 19:00:00,854.1481577954535
2019-01-05 20:00:00,855.5447037024469
2019-01-05 21:00:00,855.7475648969646
2019-01-05 22:00:00,856.593381094398
2019-01-05 23:00:00,858.4038011912743
2019-01-06 00:00:00,861.2347664427758
2019-01-06 01:00:00,863.1023162315596
2019-01-06 02:00:00,865.9557454733426
2019-01-06 03:00:00,867.4189995981347
2019-01-06 04:00:00,869.0746175107757
2019-01-06 05:00:00,872.6506701757359
2019-01-06 06:00:00,875.8155073777316
2019-01-06 07:00:00,877.8472862523928
2019-01-06 08:00:00,879.3930143929348
2019-01-06 09:00:00,880.3353153722262
2019-01-06 10:00:00,879.4452426554188
2019-01-06 11:00:00,878.1445923391298
2019-01-06 12:00:00,875.8045453106303
2019-01-06 13:00:00,873.9200926138043
2019-01-06 14:00:00,871.3163175488221
2019-01-06 15:00:00,870.3793757523626
2019-01-06 16:00:00,869.1041578289493
2019-01-06 17:00:00,867.6528558581902
2019-01-06 18:00:00,866.8250031112166
2019-01-06 19:00:00,865.2308434436728
2019-01-06 20:00:00,863.6545815949211
2019-01-06 21:00:00,863.479932751557
2019-01-06 22:00:00,862.2713509335452
2019-01-06 23:00:00,860.9152362856313
2019-01-07 00:00:00,859.8072358393729
2019-01-07 01:00:00,859.8346459123112
2019-01-07 02:00:00,858.8343457252477
2019-01-07 03:00:00,856.3187863086446
2019-01-07 04:00:00,853.9509470082114
2019-01-07 05:00:00,852.2823754291301
2019-01-07 06:00:00,851.2221886837574
2019-01-07 07:00:00,850.6990284450219
2019-01-07 08:00:00,849.7032187156254
2019-01-07 09:00:00,848.8371872961463
2019-01-07 10:00:00,848.3515854472901
2019-01-07 11:00:00,847.3774110445187
2019-01-07 12:00:00,848.1239125440866
2019-01-07 13:00:00,849.8218953930925
2019-01-07 14:00:00,850.5503589680097
2019-01-07 15:00:00,851.3662737096604
2019-01-07 16:00:00,851.2585828902461
2019-01-07 17:00:00,851.7378394737927
2019-01-07 18:00:00,853.4167159579633
2019-01-07 19:00:00,854.6685525733906
2019-01-07 20:00:00,856.493437614997
2019-01-07 21:00:00,858.7551827341915
2019-01-07 22:00:00,861.8965769773396
2019-01-07 23:00:00,866.8245910419057
2019-01-08 00:00:00,871.7298764211705
2019-01-08 01:00:00,875.4070800546472
2019-01-08 02:00:00,877.4317065309787
2019-01-08 03:00:00,878.0959409639707
2019-01-08 04:00:00,878.2492662702532
2019-01-08 05:00:00,878.6589981886767
2019-01-08 06:00:00,879.4314694387385
2019-01-08 07:00:00,881.0698014713488
2019-01-08 08:00:00,882.8371607229503
2019-01-08 09:00:00,885.9529460468423
2019-01-08 10:00:00,888.9122592332943
2019-01-08 11:00:00,894.3647634865922
2019-01-08 12:00:00,900.6381690311307
2019-01-08 13:00:00,905.9566387940264
2019-01-08 14:00:00,909.1938024935451
2019-01-08 15:00:00,912.1828232958976
2019-01-08 16:00:00,914.6772766494078
2019-01-08 17:00:00,917.652582369114
2019-01-08 18:00:00,920.9304591670308
2019-01-08 19:00:00,924.0670964678836
2019-01-08 20:00:00,925.970756724036
2019-01-08 21:00:00,925.868473014248
2019-01-08 22:00:00,924.7226339483892
2019-01-08 23:00:00,924.2934463718194
2019-01-09 00:00:00,924.4297931120232
2019-01-09 01:00:00,923.4640589773078
2019-01-09 02:00:00,922.3297842312032
2019-01-09 03:00:00,921.640065077012
2019-01-09 04:00:00,920.3602028663868
2019-01-09 05:00:00,919.0668373870682
2019-01-09 06:00:00,917.931499756517
2019-01-09 07:00:00,915.8656906793304
2019-01-09 08:00:00,913.9628815764175
2019-01-09 09:00:00,912.8419520951956
2019-01-09 10:00:00,913.2157343399472
2019-01-09 11:00:00,914.9754012689071
2019-01-09 12:00:00,915.6386503296668
2019-01-09 13:00:00,914.8757691287312
2019-01-09 14:00:00,914.2133347837004
2019-01-09 15:00:00,914.309261028798
2019-01-09 16:00:00,915.1416651394544
2019-01-09 17:00:00,919.9347318121236
2019-01-09 18:00:00,926.1255090276068
2019-01-09 19:00:00,933.3701853920516
2019-01-09 20:00:00,941.003595192924
2019-01-09 21:00:00,948.995621139938
2019-01-09 22:00:00,956.0068780134716
2019-01-09 23:00:00,962.9872500309534
2019-01-10 00:00:00,968.6120675440036
2019-01-10 01:00:00,973.253772798375
2019-01-10 02:00:00,976.6675964305864
2019-01-10 03:00:00,979.68901222072
2019-01-10 04:00:00,984.6357274753422
2019-01-10 05:00:00,988.0193411636646
2019-01-10 06:00:00,991.309410395166
2019-01-10 07:00:00,992.5316788280928
2019-01-10 08:00:00,992.8625639339616
2019-01-10 09:00:00,993.7632873917614
2019-01-10 10:00:00,995.1287246823993
